netA,netB,pvalue,percentage,behavior,condition,pill,sign
subcort,cerebell,0.7639647850342192,0.0,arousal,tool,placebo,pos
cerebell,medfront,0.9210853628790541,4.0,arousal,tool,placebo,pos
cerebell,frontoparietal,0.08176671321493345,22.0,arousal,tool,placebo,pos
cerebell,DMN,0.5947074913535584,5.0,arousal,tool,placebo,pos
cerebell,motor,0.8798322984646414,6.0,arousal,tool,placebo,pos
cerebell,visA,0.8137409453499743,2.0,arousal,tool,placebo,pos
cerebell,visB,0.7367091317717344,1.0,arousal,tool,placebo,pos
cerebell,visassoc,0.04807674106566273,13.0,arousal,tool,placebo,pos
cerebell,salience,0.7541055477450421,7.0,arousal,tool,placebo,pos
cerebell,subcort,0.7639647850342192,0.0,arousal,tool,placebo,pos
cerebell,cerebell,0.8079937078648597,0.0,arousal,tool,placebo,pos
medfront,medfront,0.7642525712723413,16.0,memory,alc,cortisol,pos
medfront,frontoparietal,0.17373197010637487,37.0,memory,alc,cortisol,pos
medfront,DMN,0.8569738064804296,6.0,memory,alc,cortisol,pos
medfront,motor,0.275904237002478,28.0,memory,alc,cortisol,pos
medfront,visA,0.2636868893049453,14.0,memory,alc,cortisol,pos
medfront,visB,0.488608561141455,5.0,memory,alc,cortisol,pos
medfront,visassoc,0.469280151920731,12.0,memory,alc,cortisol,pos
medfront,salience,0.4305684712551221,21.0,memory,alc,cortisol,pos
medfront,subcort,0.5389418340244785,4.0,memory,alc,cortisol,pos
medfront,cerebell,5.276797842013181e-07,31.0,memory,alc,cortisol,pos
frontoparietal,medfront,0.17373197010637487,37.0,memory,alc,cortisol,pos
frontoparietal,frontoparietal,0.979255348019434,22.0,memory,alc,cortisol,pos
frontoparietal,DMN,0.7086427465207273,12.0,memory,alc,cortisol,pos
frontoparietal,motor,0.9980508084465001,13.0,memory,alc,cortisol,pos
frontoparietal,visA,0.06947425723135048,25.0,memory,alc,cortisol,pos
frontoparietal,visB,0.9715879707831266,1.0,memory,alc,cortisol,pos
frontoparietal,visassoc,0.7681338583263666,12.0,memory,alc,cortisol,pos
frontoparietal,salience,0.20710379978107074,33.0,memory,alc,cortisol,pos
frontoparietal,subcort,0.8950152718857958,2.0,memory,alc,cortisol,pos
frontoparietal,cerebell,1.3892875294629903e-06,35.0,memory,alc,cortisol,pos
DMN,medfront,0.8569738064804296,6.0,memory,alc,cortisol,pos
DMN,frontoparietal,0.7086427465207273,12.0,memory,alc,cortisol,pos
DMN,DMN,0.397244052450743,6.0,memory,alc,cortisol,pos
DMN,motor,0.9677188825973391,4.0,memory,alc,cortisol,pos
DMN,visA,0.643953559028918,5.0,memory,alc,cortisol,pos
DMN,visB,0.4203964739323316,2.0,memory,alc,cortisol,pos
DMN,visassoc,0.14476376060651874,11.0,memory,alc,cortisol,pos
DMN,salience,0.9143610450170592,5.0,memory,alc,cortisol,pos
DMN,subcort,0.2015889380634328,4.0,memory,alc,cortisol,pos
DMN,cerebell,0.28920106329905904,4.0,memory,alc,cortisol,pos
motor,medfront,0.275904237002478,28.0,memory,alc,cortisol,pos
motor,frontoparietal,0.9980508084465001,13.0,memory,alc,cortisol,pos
motor,DMN,0.9677188825973391,4.0,memory,alc,cortisol,pos
motor,motor,0.8899097741215883,18.0,memory,alc,cortisol,pos
motor,visA,0.8143916265793109,9.0,memory,alc,cortisol,pos
motor,visB,0.7971260843284366,2.0,memory,alc,cortisol,pos
motor,visassoc,0.9946814229396946,2.0,memory,alc,cortisol,pos
motor,salience,0.7042084997753111,19.0,memory,alc,cortisol,pos
motor,subcort,0.6197466698113263,5.0,memory,alc,cortisol,pos
motor,cerebell,0.7449974343175382,5.0,memory,alc,cortisol,pos
visA,medfront,0.2636868893049453,14.0,memory,alc,cortisol,pos
visA,frontoparietal,0.06947425723135048,25.0,memory,alc,cortisol,pos
visA,DMN,0.643953559028918,5.0,memory,alc,cortisol,pos
visA,motor,0.8143916265793109,9.0,memory,alc,cortisol,pos
visA,visA,0.8304268110726286,2.0,memory,alc,cortisol,pos
visA,visB,0.17392619656938701,5.0,memory,alc,cortisol,pos
visA,visassoc,0.6863535078082215,5.0,memory,alc,cortisol,pos
visA,salience,0.8023313656929122,6.0,memory,alc,cortisol,pos
visA,subcort,0.2015889380634328,4.0,memory,alc,cortisol,pos
visA,cerebell,0.5603314007899537,2.0,memory,alc,cortisol,pos
visB,medfront,0.488608561141455,5.0,memory,alc,cortisol,pos
visB,frontoparietal,0.9715879707831266,1.0,memory,alc,cortisol,pos
visB,DMN,0.4203964739323316,2.0,memory,alc,cortisol,pos
visB,motor,0.7971260843284366,2.0,memory,alc,cortisol,pos
visB,visA,0.17392619656938701,5.0,memory,alc,cortisol,pos
visB,visB,0.00028584502825201863,8.0,memory,alc,cortisol,pos
visB,visassoc,3.875985008283678e-06,18.0,memory,alc,cortisol,pos
visB,salience,0.9095875642802194,1.0,memory,alc,cortisol,pos
visB,subcort,0.4892258555246395,0.0,memory,alc,cortisol,pos
visB,cerebell,0.5561234949383309,0.0,memory,alc,cortisol,pos
visassoc,medfront,0.469280151920731,12.0,memory,alc,cortisol,pos
visassoc,frontoparietal,0.7681338583263666,12.0,memory,alc,cortisol,pos
visassoc,DMN,0.14476376060651874,11.0,memory,alc,cortisol,pos
visassoc,motor,0.9946814229396946,2.0,memory,alc,cortisol,pos
visassoc,visA,0.6863535078082215,5.0,memory,alc,cortisol,pos
visassoc,visB,3.875985008283678e-06,18.0,memory,alc,cortisol,pos
visassoc,visassoc,0.301886888543886,8.0,memory,alc,cortisol,pos
visassoc,salience,0.701106075900571,9.0,memory,alc,cortisol,pos
visassoc,subcort,0.22825713993359542,4.0,memory,alc,cortisol,pos
visassoc,cerebell,0.015941746540690804,10.0,memory,alc,cortisol,pos
salience,medfront,0.4305684712551221,21.0,memory,alc,cortisol,pos
salience,frontoparietal,0.20710379978107074,33.0,memory,alc,cortisol,pos
salience,DMN,0.9143610450170592,5.0,memory,alc,cortisol,pos
salience,motor,0.7042084997753111,19.0,memory,alc,cortisol,pos
salience,visA,0.8023313656929122,6.0,memory,alc,cortisol,pos
salience,visB,0.9095875642802194,1.0,memory,alc,cortisol,pos
salience,visassoc,0.701106075900571,9.0,memory,alc,cortisol,pos
salience,salience,0.039630411632480156,28.0,memory,alc,cortisol,pos
salience,subcort,0.7292199837619637,3.0,memory,alc,cortisol,pos
salience,cerebell,0.001351360840975091,18.0,memory,alc,cortisol,pos
subcort,medfront,0.5389418340244785,4.0,memory,alc,cortisol,pos
subcort,frontoparietal,0.8950152718857958,2.0,memory,alc,cortisol,pos
subcort,DMN,0.2015889380634328,4.0,memory,alc,cortisol,pos
subcort,motor,0.6197466698113263,5.0,memory,alc,cortisol,pos
subcort,visA,0.2015889380634328,4.0,memory,alc,cortisol,pos
subcort,visB,0.4892258555246395,0.0,memory,alc,cortisol,pos
subcort,visassoc,0.22825713993359542,4.0,memory,alc,cortisol,pos
subcort,salience,0.7292199837619637,3.0,memory,alc,cortisol,pos
subcort,subcort,0.14458324592211524,2.0,memory,alc,cortisol,pos
subcort,cerebell,0.0019346145410419346,8.0,memory,alc,cortisol,pos
cerebell,medfront,5.276797842013181e-07,31.0,memory,alc,cortisol,pos
cerebell,frontoparietal,1.3892875294629903e-06,35.0,memory,alc,cortisol,pos
cerebell,DMN,0.28920106329905904,4.0,memory,alc,cortisol,pos
cerebell,motor,0.7449974343175382,5.0,memory,alc,cortisol,pos
cerebell,visA,0.5603314007899537,2.0,memory,alc,cortisol,pos
cerebell,visB,0.5561234949383309,0.0,memory,alc,cortisol,pos
cerebell,visassoc,0.015941746540690804,10.0,memory,alc,cortisol,pos
cerebell,salience,0.001351360840975091,18.0,memory,alc,cortisol,pos
cerebell,subcort,0.0019346145410419346,8.0,memory,alc,cortisol,pos
cerebell,cerebell,0.0005382886487435012,10.0,memory,alc,cortisol,pos
medfront,medfront,0.7687102841139439,4.0,memory,alc,placebo,pos
medfront,frontoparietal,0.9157963541748241,4.0,memory,alc,placebo,pos
medfront,DMN,0.387073023183208,4.0,memory,alc,placebo,pos
medfront,motor,0.8430562610568588,5.0,memory,alc,placebo,pos
medfront,visA,0.6559809630219008,3.0,memory,alc,placebo,pos
medfront,visB,0.6212403148116948,1.0,memory,alc,placebo,pos
medfront,visassoc,0.21692972676292732,6.0,memory,alc,placebo,pos
medfront,salience,0.08174027280002616,12.0,memory,alc,placebo,pos
medfront,subcort,0.6490834146560325,0.0,memory,alc,placebo,pos
medfront,cerebell,0.719445672371196,1.0,memory,alc,placebo,pos
frontoparietal,medfront,0.9157963541748241,4.0,memory,alc,placebo,pos
frontoparietal,frontoparietal,0.4493525245735297,14.0,memory,alc,placebo,pos
frontoparietal,DMN,0.8046371849422482,3.0,memory,alc,placebo,pos
frontoparietal,motor,0.8714655351900262,7.0,memory,alc,placebo,pos
frontoparietal,visA,0.0009769020487420121,19.0,memory,alc,placebo,pos
frontoparietal,visB,0.3747497083675899,3.0,memory,alc,placebo,pos
frontoparietal,visassoc,0.6240955097804409,4.0,memory,alc,placebo,pos
frontoparietal,salience,0.012606940031206104,21.0,memory,alc,placebo,pos
frontoparietal,subcort,0.40998086739894446,2.0,memory,alc,placebo,pos
frontoparietal,cerebell,0.24335422379483296,4.0,memory,alc,placebo,pos
DMN,medfront,0.387073023183208,4.0,memory,alc,placebo,pos
DMN,frontoparietal,0.8046371849422482,3.0,memory,alc,placebo,pos
DMN,DMN,0.11507981113020072,4.0,memory,alc,placebo,pos
DMN,motor,0.9210902313966888,0.0,memory,alc,placebo,pos
DMN,visA,0.007912697662667223,8.0,memory,alc,placebo,pos
DMN,visB,0.4112122720752678,1.0,memory,alc,placebo,pos
DMN,visassoc,0.14218562284514713,4.0,memory,alc,placebo,pos
DMN,salience,0.6043437002843604,2.0,memory,alc,placebo,pos
DMN,subcort,0.01978146935524716,5.0,memory,alc,placebo,pos
DMN,cerebell,0.49990909346403534,0.0,memory,alc,placebo,pos
motor,medfront,0.8430562610568588,5.0,memory,alc,placebo,pos
motor,frontoparietal,0.8714655351900262,7.0,memory,alc,placebo,pos
motor,DMN,0.9210902313966888,0.0,memory,alc,placebo,pos
motor,motor,0.9653452263218943,2.0,memory,alc,placebo,pos
motor,visA,0.9210902313966888,1.0,memory,alc,placebo,pos
motor,visB,0.6658973800046253,0.0,memory,alc,placebo,pos
motor,visassoc,0.9334596766218106,1.0,memory,alc,placebo,pos
motor,salience,0.6071458667037836,6.0,memory,alc,placebo,pos
motor,subcort,0.69299715246471,0.0,memory,alc,placebo,pos
motor,cerebell,0.7618597768847701,1.0,memory,alc,placebo,pos
visA,medfront,0.6559809630219008,3.0,memory,alc,placebo,pos
visA,frontoparietal,0.0009769020487420121,19.0,memory,alc,placebo,pos
visA,DMN,0.007912697662667223,8.0,memory,alc,placebo,pos
visA,motor,0.9210902313966888,1.0,memory,alc,placebo,pos
visA,visA,3.418812940414462e-06,16.0,memory,alc,placebo,pos
visA,visB,0.00020374664763578298,9.0,memory,alc,placebo,pos
visA,visassoc,0.04231959268057206,7.0,memory,alc,placebo,pos
visA,salience,0.05433798548718727,8.0,memory,alc,placebo,pos
visA,subcort,0.01978146935524716,5.0,memory,alc,placebo,pos
visA,cerebell,0.15226674242043425,3.0,memory,alc,placebo,pos
visB,medfront,0.6212403148116948,1.0,memory,alc,placebo,pos
visB,frontoparietal,0.3747497083675899,3.0,memory,alc,placebo,pos
visB,DMN,0.4112122720752678,1.0,memory,alc,placebo,pos
visB,motor,0.6658973800046253,0.0,memory,alc,placebo,pos
visB,visA,0.00020374664763578298,9.0,memory,alc,placebo,pos
visB,visB,0.1907929788128745,0.0,memory,alc,placebo,pos
visB,visassoc,0.4316706592805791,0.0,memory,alc,placebo,pos
visB,salience,0.5867198173734652,0.0,memory,alc,placebo,pos
visB,subcort,0.21886447618071314,0.0,memory,alc,placebo,pos
visB,cerebell,0.258158413175436,0.0,memory,alc,placebo,pos
visassoc,medfront,0.21692972676292732,6.0,memory,alc,placebo,pos
visassoc,frontoparietal,0.6240955097804409,4.0,memory,alc,placebo,pos
visassoc,DMN,0.14218562284514713,4.0,memory,alc,placebo,pos
visassoc,motor,0.9334596766218106,1.0,memory,alc,placebo,pos
visassoc,visA,0.04231959268057206,7.0,memory,alc,placebo,pos
visassoc,visB,0.4316706592805791,0.0,memory,alc,placebo,pos
visassoc,visassoc,0.15229576316344684,4.0,memory,alc,placebo,pos
visassoc,salience,0.887234804742204,1.0,memory,alc,placebo,pos
visassoc,subcort,0.12376289954735031,3.0,memory,alc,placebo,pos
visassoc,cerebell,0.5225291288924744,1.0,memory,alc,placebo,pos
salience,medfront,0.08174027280002616,12.0,memory,alc,placebo,pos
salience,frontoparietal,0.012606940031206104,21.0,memory,alc,placebo,pos
salience,DMN,0.6043437002843604,2.0,memory,alc,placebo,pos
salience,motor,0.6071458667037836,6.0,memory,alc,placebo,pos
salience,visA,0.05433798548718727,8.0,memory,alc,placebo,pos
salience,visB,0.5867198173734652,0.0,memory,alc,placebo,pos
salience,visassoc,0.887234804742204,1.0,memory,alc,placebo,pos
salience,salience,0.42443950666191754,6.0,memory,alc,placebo,pos
salience,subcort,0.6139428058404631,0.0,memory,alc,placebo,pos
salience,cerebell,0.31994343007998105,2.0,memory,alc,placebo,pos
subcort,medfront,0.6490834146560325,0.0,memory,alc,placebo,pos
subcort,frontoparietal,0.40998086739894446,2.0,memory,alc,placebo,pos
subcort,DMN,0.01978146935524716,5.0,memory,alc,placebo,pos
subcort,motor,0.69299715246471,0.0,memory,alc,placebo,pos
subcort,visA,0.01978146935524716,5.0,memory,alc,placebo,pos
subcort,visB,0.21886447618071314,0.0,memory,alc,placebo,pos
subcort,visassoc,0.12376289954735031,3.0,memory,alc,placebo,pos
subcort,salience,0.6139428058404631,0.0,memory,alc,placebo,pos
subcort,subcort,0.21886447618071314,0.0,memory,alc,placebo,pos
subcort,cerebell,0.27607872551449897,0.0,memory,alc,placebo,pos
cerebell,medfront,0.719445672371196,1.0,memory,alc,placebo,pos
cerebell,frontoparietal,0.24335422379483296,4.0,memory,alc,placebo,pos
cerebell,DMN,0.49990909346403534,0.0,memory,alc,placebo,pos
cerebell,motor,0.7618597768847701,1.0,memory,alc,placebo,pos
cerebell,visA,0.15226674242043425,3.0,memory,alc,placebo,pos
cerebell,visB,0.258158413175436,0.0,memory,alc,placebo,pos
cerebell,visassoc,0.5225291288924744,1.0,memory,alc,placebo,pos
cerebell,salience,0.31994343007998105,2.0,memory,alc,placebo,pos
cerebell,subcort,0.27607872551449897,0.0,memory,alc,placebo,pos
cerebell,cerebell,0.30876143705369996,0.0,memory,alc,placebo,pos
medfront,medfront,0.9939096835540702,8.0,memory,tool,cortisol,pos
medfront,frontoparietal,0.0008849946025246691,60.0,memory,tool,cortisol,pos
medfront,DMN,0.6719755075664431,11.0,memory,tool,cortisol,pos
medfront,motor,0.9703342121006431,14.0,memory,tool,cortisol,pos
medfront,visA,0.9661338516951208,4.0,memory,tool,cortisol,pos
medfront,visB,0.9477160023321862,1.0,memory,tool,cortisol,pos
medfront,visassoc,0.7299917924838348,11.0,memory,tool,cortisol,pos
medfront,salience,0.10589560666574704,30.0,memory,tool,cortisol,pos
medfront,subcort,0.9585453438561125,0.0,memory,tool,cortisol,pos
medfront,cerebell,0.9790031015620873,1.0,memory,tool,cortisol,pos
frontoparietal,medfront,0.0008849946025246691,60.0,memory,tool,cortisol,pos
frontoparietal,frontoparietal,0.37554530376772943,46.0,memory,tool,cortisol,pos
frontoparietal,DMN,0.13011281453748058,24.0,memory,tool,cortisol,pos
frontoparietal,motor,0.005266717108171504,60.0,memory,tool,cortisol,pos
frontoparietal,visA,0.30641273329380747,20.0,memory,tool,cortisol,pos
frontoparietal,visB,0.9063503786955476,3.0,memory,tool,cortisol,pos
frontoparietal,visassoc,0.8546334030026581,12.0,memory,tool,cortisol,pos
frontoparietal,salience,8.160190248862609e-05,62.0,memory,tool,cortisol,pos
frontoparietal,subcort,0.9268519372835745,3.0,memory,tool,cortisol,pos
frontoparietal,cerebell,0.2612360610281237,13.0,memory,tool,cortisol,pos
DMN,medfront,0.6719755075664431,11.0,memory,tool,cortisol,pos
DMN,frontoparietal,0.13011281453748058,24.0,memory,tool,cortisol,pos
DMN,DMN,0.06956697315613203,12.0,memory,tool,cortisol,pos
DMN,motor,0.49627463466249777,15.0,memory,tool,cortisol,pos
DMN,visA,0.7158498421979195,5.0,memory,tool,cortisol,pos
DMN,visB,0.023026606754728896,8.0,memory,tool,cortisol,pos
DMN,visassoc,0.3596483914458426,8.0,memory,tool,cortisol,pos
DMN,salience,0.04787439626873924,20.0,memory,tool,cortisol,pos
DMN,subcort,0.8234423455372148,0.0,memory,tool,cortisol,pos
DMN,cerebell,0.3488767889374035,4.0,memory,tool,cortisol,pos
motor,medfront,0.9703342121006431,14.0,memory,tool,cortisol,pos
motor,frontoparietal,0.005266717108171504,60.0,memory,tool,cortisol,pos
motor,DMN,0.49627463466249777,15.0,memory,tool,cortisol,pos
motor,motor,0.9999799943089956,4.0,memory,tool,cortisol,pos
motor,visA,0.9477214611490675,7.0,memory,tool,cortisol,pos
motor,visB,0.9642928656600734,1.0,memory,tool,cortisol,pos
motor,visassoc,0.9975314195710121,2.0,memory,tool,cortisol,pos
motor,salience,0.0334941202594119,38.0,memory,tool,cortisol,pos
motor,subcort,0.8725585500989285,2.0,memory,tool,cortisol,pos
motor,cerebell,0.6296225705512053,7.0,memory,tool,cortisol,pos
visA,medfront,0.9661338516951208,4.0,memory,tool,cortisol,pos
visA,frontoparietal,0.30641273329380747,20.0,memory,tool,cortisol,pos
visA,DMN,0.7158498421979195,5.0,memory,tool,cortisol,pos
visA,motor,0.9477214611490675,7.0,memory,tool,cortisol,pos
visA,visA,0.8733819424682289,2.0,memory,tool,cortisol,pos
visA,visB,0.005737071483905454,10.0,memory,tool,cortisol,pos
visA,visassoc,0.9811509774204067,0.0,memory,tool,cortisol,pos
visA,salience,0.5811602909897751,10.0,memory,tool,cortisol,pos
visA,subcort,0.09578345777069996,6.0,memory,tool,cortisol,pos
visA,cerebell,0.15919484031601128,6.0,memory,tool,cortisol,pos
visB,medfront,0.9477160023321862,1.0,memory,tool,cortisol,pos
visB,frontoparietal,0.9063503786955476,3.0,memory,tool,cortisol,pos
visB,DMN,0.023026606754728896,8.0,memory,tool,cortisol,pos
visB,motor,0.9642928656600734,1.0,memory,tool,cortisol,pos
visB,visA,0.005737071483905454,10.0,memory,tool,cortisol,pos
visB,visB,0.003973920778818751,6.0,memory,tool,cortisol,pos
visB,visassoc,6.348003805056734e-05,17.0,memory,tool,cortisol,pos
visB,salience,0.7475917925925677,2.0,memory,tool,cortisol,pos
visB,subcort,0.5280170493143015,0.0,memory,tool,cortisol,pos
visB,cerebell,0.5965479975117348,0.0,memory,tool,cortisol,pos
visassoc,medfront,0.7299917924838348,11.0,memory,tool,cortisol,pos
visassoc,frontoparietal,0.8546334030026581,12.0,memory,tool,cortisol,pos
visassoc,DMN,0.3596483914458426,8.0,memory,tool,cortisol,pos
visassoc,motor,0.9975314195710121,2.0,memory,tool,cortisol,pos
visassoc,visA,0.9811509774204067,0.0,memory,tool,cortisol,pos
visassoc,visB,6.348003805056734e-05,17.0,memory,tool,cortisol,pos
visassoc,visassoc,0.7746183513842857,4.0,memory,tool,cortisol,pos
visassoc,salience,0.2150111592685633,16.0,memory,tool,cortisol,pos
visassoc,subcort,0.5501755848376328,2.0,memory,tool,cortisol,pos
visassoc,cerebell,0.8942917114536951,0.0,memory,tool,cortisol,pos
salience,medfront,0.10589560666574704,30.0,memory,tool,cortisol,pos
salience,frontoparietal,8.160190248862609e-05,62.0,memory,tool,cortisol,pos
salience,DMN,0.04787439626873924,20.0,memory,tool,cortisol,pos
salience,motor,0.0334941202594119,38.0,memory,tool,cortisol,pos
salience,visA,0.5811602909897751,10.0,memory,tool,cortisol,pos
salience,visB,0.7475917925925677,2.0,memory,tool,cortisol,pos
salience,visassoc,0.2150111592685633,16.0,memory,tool,cortisol,pos
salience,salience,0.30856520953131494,22.0,memory,tool,cortisol,pos
salience,subcort,0.7832334740465976,2.0,memory,tool,cortisol,pos
salience,cerebell,0.1396313832332261,11.0,memory,tool,cortisol,pos
subcort,medfront,0.9585453438561125,0.0,memory,tool,cortisol,pos
subcort,frontoparietal,0.9268519372835745,3.0,memory,tool,cortisol,pos
subcort,DMN,0.8234423455372148,0.0,memory,tool,cortisol,pos
subcort,motor,0.8725585500989285,2.0,memory,tool,cortisol,pos
subcort,visA,0.09578345777069996,6.0,memory,tool,cortisol,pos
subcort,visB,0.5280170493143015,0.0,memory,tool,cortisol,pos
subcort,visassoc,0.5501755848376328,2.0,memory,tool,cortisol,pos
subcort,salience,0.7832334740465976,2.0,memory,tool,cortisol,pos
subcort,subcort,0.5280170493143015,0.0,memory,tool,cortisol,pos
subcort,cerebell,0.6254487442966147,0.0,memory,tool,cortisol,pos
cerebell,medfront,0.9790031015620873,1.0,memory,tool,cortisol,pos
cerebell,frontoparietal,0.2612360610281237,13.0,memory,tool,cortisol,pos
cerebell,DMN,0.3488767889374035,4.0,memory,tool,cortisol,pos
cerebell,motor,0.6296225705512053,7.0,memory,tool,cortisol,pos
cerebell,visA,0.15919484031601128,6.0,memory,tool,cortisol,pos
cerebell,visB,0.5965479975117348,0.0,memory,tool,cortisol,pos
cerebell,visassoc,0.8942917114536951,0.0,memory,tool,cortisol,pos
cerebell,salience,0.1396313832332261,11.0,memory,tool,cortisol,pos
cerebell,subcort,0.6254487442966147,0.0,memory,tool,cortisol,pos
cerebell,cerebell,0.102062693351753,4.0,memory,tool,cortisol,pos
medfront,medfront,0.12800250885922237,28.0,memory,tool,placebo,pos
medfront,frontoparietal,0.026250668198133376,45.0,memory,tool,placebo,pos
medfront,DMN,0.9394763287337251,5.0,memory,tool,placebo,pos
medfront,motor,0.9999528747802817,3.0,memory,tool,placebo,pos
medfront,visA,0.9832670703164209,2.0,memory,tool,placebo,pos
medfront,visB,0.2621499611920446,7.0,memory,tool,placebo,pos
medfront,visassoc,0.7670167431407682,8.0,memory,tool,placebo,pos
medfront,salience,0.30064241985791695,22.0,memory,tool,placebo,pos
medfront,subcort,0.9401172055624888,1.0,memory,tool,placebo,pos
medfront,cerebell,0.854288711479197,2.0,memory,tool,placebo,pos
frontoparietal,medfront,0.026250668198133376,45.0,memory,tool,placebo,pos
frontoparietal,frontoparietal,0.8292755315006737,30.0,memory,tool,placebo,pos
frontoparietal,DMN,2.8632844637277444e-05,42.0,memory,tool,placebo,pos
frontoparietal,motor,0.16791226227196632,40.0,memory,tool,placebo,pos
frontoparietal,visA,0.4166885722309426,17.0,memory,tool,placebo,pos
frontoparietal,visB,0.6801877919424526,5.0,memory,tool,placebo,pos
frontoparietal,visassoc,0.9323853081425334,9.0,memory,tool,placebo,pos
frontoparietal,salience,0.08534413582785694,36.0,memory,tool,placebo,pos
frontoparietal,subcort,0.8912672472050795,3.0,memory,tool,placebo,pos
frontoparietal,cerebell,0.8364380100932657,4.0,memory,tool,placebo,pos
DMN,medfront,0.9394763287337251,5.0,memory,tool,placebo,pos
DMN,frontoparietal,2.8632844637277444e-05,42.0,memory,tool,placebo,pos
DMN,DMN,0.6135066041602343,4.0,memory,tool,placebo,pos
DMN,motor,0.9989161695852653,1.0,memory,tool,placebo,pos
DMN,visA,0.636232303593883,5.0,memory,tool,placebo,pos
DMN,visB,0.16988539430619998,5.0,memory,tool,placebo,pos
DMN,visassoc,0.06299984223763877,12.0,memory,tool,placebo,pos
DMN,salience,0.18264078091366953,15.0,memory,tool,placebo,pos
DMN,subcort,0.4516993477683853,3.0,memory,tool,placebo,pos
DMN,cerebell,0.039455987563036254,9.0,memory,tool,placebo,pos
motor,medfront,0.9999528747802817,3.0,memory,tool,placebo,pos
motor,frontoparietal,0.16791226227196632,40.0,memory,tool,placebo,pos
motor,DMN,0.9989161695852653,1.0,memory,tool,placebo,pos
motor,motor,0.9999991503779386,0.0,memory,tool,placebo,pos
motor,visA,0.9989161695852653,0.0,memory,tool,placebo,pos
motor,visB,0.07556897132203744,11.0,memory,tool,placebo,pos
motor,visassoc,0.9942676733590681,3.0,memory,tool,placebo,pos
motor,salience,0.5732207531469942,21.0,memory,tool,placebo,pos
motor,subcort,0.9581972007430829,0.0,memory,tool,placebo,pos
motor,cerebell,0.33760083279725794,9.0,memory,tool,placebo,pos
visA,medfront,0.9832670703164209,2.0,memory,tool,placebo,pos
visA,frontoparietal,0.4166885722309426,17.0,memory,tool,placebo,pos
visA,DMN,0.636232303593883,5.0,memory,tool,placebo,pos
visA,motor,0.9989161695852653,0.0,memory,tool,placebo,pos
visA,visA,0.004957658846658997,16.0,memory,tool,placebo,pos
visA,visB,1.4880706432740531e-05,17.0,memory,tool,placebo,pos
visA,visassoc,0.009150586950324113,16.0,memory,tool,placebo,pos
visA,salience,0.973204303538239,3.0,memory,tool,placebo,pos
visA,subcort,0.019202465717025108,8.0,memory,tool,placebo,pos
visA,cerebell,0.11631020123469593,6.0,memory,tool,placebo,pos
visB,medfront,0.2621499611920446,7.0,memory,tool,placebo,pos
visB,frontoparietal,0.6801877919424526,5.0,memory,tool,placebo,pos
visB,DMN,0.16988539430619998,5.0,memory,tool,placebo,pos
visB,motor,0.07556897132203744,11.0,memory,tool,placebo,pos
visB,visA,1.4880706432740531e-05,17.0,memory,tool,placebo,pos
visB,visB,0.019412427887509298,4.0,memory,tool,placebo,pos
visB,visassoc,0.0008856009892329597,12.0,memory,tool,placebo,pos
visB,salience,0.6848859659538156,2.0,memory,tool,placebo,pos
visB,subcort,0.02894705033027556,5.0,memory,tool,placebo,pos
visB,cerebell,0.5519368186702194,0.0,memory,tool,placebo,pos
visassoc,medfront,0.7670167431407682,8.0,memory,tool,placebo,pos
visassoc,frontoparietal,0.9323853081425334,9.0,memory,tool,placebo,pos
visassoc,DMN,0.06299984223763877,12.0,memory,tool,placebo,pos
visassoc,motor,0.9942676733590681,3.0,memory,tool,placebo,pos
visassoc,visA,0.009150586950324113,16.0,memory,tool,placebo,pos
visassoc,visB,0.0008856009892329597,12.0,memory,tool,placebo,pos
visassoc,visassoc,0.003765753984180109,18.0,memory,tool,placebo,pos
visassoc,salience,0.9971699123780856,1.0,memory,tool,placebo,pos
visassoc,subcort,0.0002598890342615512,14.0,memory,tool,placebo,pos
visassoc,cerebell,0.8629543095289659,0.0,memory,tool,placebo,pos
salience,medfront,0.30064241985791695,22.0,memory,tool,placebo,pos
salience,frontoparietal,0.08534413582785694,36.0,memory,tool,placebo,pos
salience,DMN,0.18264078091366953,15.0,memory,tool,placebo,pos
salience,motor,0.5732207531469942,21.0,memory,tool,placebo,pos
salience,visA,0.973204303538239,3.0,memory,tool,placebo,pos
salience,visB,0.6848859659538156,2.0,memory,tool,placebo,pos
salience,visassoc,0.9971699123780856,1.0,memory,tool,placebo,pos
salience,salience,0.0018744723863778345,36.0,memory,tool,placebo,pos
salience,subcort,0.46805485839110605,4.0,memory,tool,placebo,pos
salience,cerebell,0.037090683412575265,13.0,memory,tool,placebo,pos
subcort,medfront,0.9401172055624888,1.0,memory,tool,placebo,pos
subcort,frontoparietal,0.8912672472050795,3.0,memory,tool,placebo,pos
subcort,DMN,0.4516993477683853,3.0,memory,tool,placebo,pos
subcort,motor,0.9581972007430829,0.0,memory,tool,placebo,pos
subcort,visA,0.019202465717025108,8.0,memory,tool,placebo,pos
subcort,visB,0.02894705033027556,5.0,memory,tool,placebo,pos
subcort,visassoc,0.0002598890342615512,14.0,memory,tool,placebo,pos
subcort,salience,0.46805485839110605,4.0,memory,tool,placebo,pos
subcort,subcort,0.4852441120166675,0.0,memory,tool,placebo,pos
subcort,cerebell,0.5804454827369441,0.0,memory,tool,placebo,pos
